Raw_SplitA_1	Raw_SplitA2	Raw_SplitB_1	Raw_SplitB2	Concatenated_1	Concatenated_2	Clean_1	Clean_2	SL	Sample_ID	MetaSUB_ID	Sequencing_ID	City	Continent	Location	Latitude	Longitude	Station line	Station/car/interchange	Ground	Sampling place	Urbanization	Occupancy	Samplig date	Start	Stop	Filter extraction date	DNA isolation date	Elution volume	Qubit Volume	Conc. (ng/µl)	Total yield	Yield left	DNAngm3
HMCMJCCXY_s3_1_GSLv3-7_38_SL335713.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_38_SL335713.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_38_SL335713_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_38_SL335713_kneaddata_paired_2.fastq	SL335713	CSD17-OSL-AS54	gCSD17-OSL-AS54	gCSD17-OSL-AS54	Oslo	Europe	Stortinget	59.91343	10.74329	Line01	Interchange	Underground	Platform	Urban	10-50	27/06 2017	10:20	10:50	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0292	2.92	2.336	0.324444444
HMCMJCCXY_s3_1_GSLv3-7_39_SL335714.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_39_SL335714.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_39_SL335714_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_39_SL335714_kneaddata_paired_2.fastq	SL335714	CSD17-OSL-AS55	gCSD17-OSL-AS55	gCSD17-OSL-AS55	Oslo	Europe	Nationaltheateret	59.91546	10.73209	Line01	Interchange	Underground	Platform	Urban	10-50	27/06 2017	09:45	10:15	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0534	5.34	4.272	0.593333333
HMCMJCCXY_s3_1_GSLv3-7_40_SL335715.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_40_SL335715.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_40_SL335715_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_40_SL335715_kneaddata_paired_2.fastq	SL335715	CSD17-OSL-AS56	gCSD17-OSL-AS56	gCSD17-OSL-AS56	Oslo	Europe	Montebello	59.93482	10.6664	Line03	Station/busstop	Aboveground	Platform	Suburban	1-10	27/06 2017	08:54	09:24	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0214	2.14	1.712	0.237777778
HMCMJCCXY_s3_1_GSLv3-7_41_SL335716.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_41_SL335716.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_41_SL335716_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_41_SL335716_kneaddata_paired_2.fastq	SL335716	CSD17-OSL-AS57	gCSD17-OSL-AS57	gCSD17-OSL-AS57	Oslo	Europe	EllingsrudŒsen	59.93651	10.91664	Line02	Station/busstop	Underground	Platform	Suburban	10-50	27/06 2017	14:35	15:05	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0322	3.22	2.576	0.357777778
HMCMJCCXY_s3_1_GSLv3-7_42_SL335717.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_42_SL335717.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_42_SL335717_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_42_SL335717_kneaddata_paired_2.fastq	SL335717	CSD17-OSL-AS58	gCSD17-OSL-AS58	gCSD17-OSL-AS58	Oslo	Europe	Lindeberg	59.93276	10.88167	Line02	Station/busstop	Underground	Platform	Suburban	10-50	27/06 2017	13:45	14:15	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0235	2.35	1.88	0.261111111
HMCMJCCXY_s3_1_GSLv3-7_43_SL335718.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_43_SL335718.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_43_SL335718_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_43_SL335718_kneaddata_paired_2.fastq	SL335718	CSD17-OSL-AS59	gCSD17-OSL-AS59	gCSD17-OSL-AS59	Oslo	Europe	Helsfyr	59.91259	10.80139	Line01	Interchange	Underground	Platform	Urban	>50	27/06 2017	12:45	13:15	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0344	3.44	2.752	0.382222222
HMCMJCCXY_s3_1_GSLv3-7_44_SL335719.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_44_SL335719.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_44_SL335719_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_44_SL335719_kneaddata_paired_2.fastq	SL335719	CSD17-OSL-AS60	gCSD17-OSL-AS60	gCSD17-OSL-AS60	Oslo	Europe	T¿yen	59.91558	10.7758	Line01	Interchange	Underground	Platform	Urban	>50	27/06 2017	12:08	12:38	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0525	5.25	4.2	0.583333333
HMCMJCCXY_s3_1_GSLv3-7_45_SL335720.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_45_SL335720.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_45_SL335720_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_45_SL335720_kneaddata_paired_2.fastq	SL335720	CSD17-OSL-AS61	gCSD17-OSL-AS61	gCSD17-OSL-AS61	Oslo	Europe	Majorstua	59.93016	10.71473	Line01	Interchange	Aboveground	Platform	Urban	>50	27/06 2017	11:15	11:45	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0179	1.79	1.432	0.198888889
HMCMJCCXY_s3_1_GSLv3-7_46_SL335721.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_46_SL335721.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_46_SL335721_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_46_SL335721_kneaddata_paired_2.fastq	SL335721	CSD17-OSL-AS62	gCSD17-OSL-AS62	gCSD17-OSL-AS62	Oslo	Europe	Forskningsparken	59.9437	10.72088	Line04	Interchange	Aboveground	Platform	Suburban	1-10	27/06 2017	10:40	11:10	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0115	1.15	0.92	0.127777778
HMCMJCCXY_s3_1_GSLv3-7_47_SL335722.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_47_SL335722.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_47_SL335722_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_47_SL335722_kneaddata_paired_2.fastq	SL335722	CSD17-OSL-AS63	gCSD17-OSL-AS63	gCSD17-OSL-AS63	Oslo	Europe	Nydalen	59.9494	10.76592	Line04	Interchange	Underground	Platform	Urban	10-50	27/06 2017	10:00	10:30	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0383	3.83	3.064	0.425555556
HMCMJCCXY_s3_1_GSLv3-7_48_SL335723.fastq.gz	HMCMJCCXY_s3_2_GSLv3-7_48_SL335723.fastq.gz	NA	NA	NA	NA	HMCMJCCXY_s3_1_GSLv3-7_48_SL335723_kneaddata_paired_1.fastq	HMCMJCCXY_s3_1_GSLv3-7_48_SL335723_kneaddata_paired_2.fastq	SL335723	CSD17-OSL-AS64	gCSD17-OSL-AS64	gCSD17-OSL-AS64	Oslo	Europe	L¿ren	59.9301	10.78959	Line04	Station/busstop	Underground	Platform	Suburban	10-50	27/06 2017	09:10	09:40	06/09 - KOB	17/11-17 KOB/IHT	100	20	0.0102	1.02	0.816	0.113333333
