Contig	ARG
HK_119561	Yes
HK_119562	Yes
HK_119563	Yes
HK_119568	Yes
HK_119569	Yes
HK_11957	Yes
HK_119580	Yes
HK_119587	Yes
HK_119592	Yes
HK_119606	Yes
HK_119617	Yes
HK_119639	Yes
HK_11964	Yes
HK_119644	Yes
HK_119651	Yes
HK_119653	Yes
HK_11966	Yes
HK_119662	Yes
HK_119673	Yes
HK_119679	Yes
HK_11968	Yes
HK_119689	Yes
HK_119690	Yes
HK_119692	Yes
HK_119695	Yes
HK_119700	Yes
HK_119705	Yes
HK_119716	Yes
HK_119719	Yes
HK_119722	Yes
HK_119737	Yes
HK_119752	Yes
HK_119756	Yes
HK_119758	Yes
HK_119762	Yes
HK_119765	Yes
HK_119767	Yes
HK_119769	Yes
HK_119775	Yes
HK_119780	Yes
HK_119781	Yes
HK_119786	Yes
HK_119789	Yes
HK_119793	Yes
HK_119812	Yes
HK_119824	Yes
HK_119825	Yes
HK_119828	Yes
HK_119833	Yes
HK_119835	Yes
HK_119839	Yes
HK_119840	Yes
HK_119843	Yes
HK_119844	Yes
HK_11985	Yes
HK_11986	Yes
HK_119868	Yes
HK_119869	Yes
HK_119870	Yes
HK_119872	Yes
HK_119873	Yes
HK_119875	Yes
HK_119881	Yes
HK_119885	Yes
HK_119891	Yes
HK_119898	Yes
HK_119902	Yes
HK_119937	Yes
HK_119939	Yes
HK_119940	Yes
HK_119965	Yes
HK_11997	Yes
HK_119979	Yes
HK_11998	Yes
HK_119981	Yes
HK_119999	Yes
HK_12	Yes
HK_120004	Yes
HK_120010	Yes
HK_120018	Yes
HK_120023	Yes
HK_120025	Yes
HK_120036	Yes
HK_12004	Yes
HK_120040	Yes
HK_120043	Yes
HK_120051	Yes
HK_120059	Yes
HK_120074	Yes
HK_120077	Yes
HK_12008	Yes
HK_120082	Yes
HK_120083	Yes
HK_120097	Yes
HK_12010	Yes
HK_120100	Yes
HK_120102	Yes
HK_120104	Yes
HK_120115	Yes
HK_120122	Yes
HK_120125	Yes
HK_12013	Yes
HK_120130	Yes
HK_120140	Yes
HK_120146	Yes
HK_120149	Yes
HK_120152	Yes
HK_120155	Yes
HK_120157	Yes
HK_120167	Yes
HK_120183	Yes
HK_120186	Yes
HK_120194	Yes
HK_120204	Yes
HK_120209	Yes
HK_12021	Yes
HK_120232	Yes
HK_120233	Yes
HK_120242	Yes
HK_120253	Yes
HK_120263	Yes
HK_120277	Yes
HK_120280	Yes
HK_1203	Yes
HK_120304	Yes
HK_120307	Yes
HK_120311	Yes
HK_120313	Yes
HK_120320	Yes
HK_120325	Yes
HK_120329	Yes
HK_120333	Yes
HK_120359	Yes
HK_120360	Yes
HK_120361	Yes
HK_120363	Yes
HK_120372	Yes
HK_120381	Yes
HK_120396	Yes
HK_120397	Yes
HK_120398	Yes
HK_120407	Yes
HK_120411	Yes
HK_120423	Yes
HK_120424	Yes
HK_120434	Yes
HK_120443	Yes
HK_120457	Yes
HK_12052	Yes
HK_120539	Yes
HK_120540	Yes
HK_120545	Yes
HK_120548	Yes
HK_120550	Yes
HK_120558	Yes
HK_120559	Yes
HK_120560	Yes
HK_120563	Yes
HK_120570	Yes
HK_120579	Yes
HK_120589	Yes
HK_120594	Yes
HK_120604	Yes
HK_120605	Yes
HK_120621	Yes
HK_120625	Yes
HK_120634	Yes
HK_120646	Yes
HK_120649	Yes
HK_120656	Yes
HK_120662	Yes
HK_120667	Yes
HK_120675	Yes
HK_120681	Yes
HK_120685	Yes
HK_120687	Yes
HK_120688	Yes
HK_120690	Yes
HK_120691	Yes
HK_12070	Yes
HK_12071	Yes
HK_120718	Yes
HK_120719	Yes
HK_120728	Yes
HK_120733	Yes
HK_120749	Yes
HK_120750	Yes
HK_120753	Yes
HK_120755	Yes
HK_120776	Yes
HK_120782	Yes
HK_120795	Yes
HK_1208	Yes
HK_120802	Yes
HK_120804	Yes
HK_120808	Yes
HK_120812	Yes
HK_120816	Yes
HK_120817	Yes
HK_120824	Yes
HK_12083	Yes
HK_120852	Yes
HK_120863	Yes
HK_120864	Yes
HK_120875	Yes
HK_120878	Yes
HK_120886	Yes
HK_120892	Yes
HK_120894	Yes
HK_120896	Yes
HK_120898	Yes
HK_120900	Yes
HK_120901	Yes
HK_120903	Yes
HK_120910	Yes
HK_120914	Yes
HK_120918	Yes
HK_12092	Yes
HK_120934	Yes
HK_120948	Yes
HK_120951	Yes
HK_120952	Yes
HK_120962	Yes
HK_120963	Yes
HK_120965	Yes
HK_120976	Yes
HK_120977	Yes
HK_12098	Yes
HK_120984	Yes
HK_12099	Yes
HK_120991	Yes
HK_120995	Yes
HK_120996	Yes
HK_120999	Yes
HK_121	Yes
HK_12100	Yes
HK_121014	Yes
HK_121019	Yes
HK_121028	Yes
HK_121031	Yes
HK_121032	Yes
HK_121033	Yes
HK_121042	Yes
HK_121047	Yes
HK_121049	Yes
HK_12105	Yes
HK_121053	Yes
HK_121064	Yes
HK_121066	Yes
HK_121068	Yes
HK_121069	Yes
HK_121073	Yes
HK_121079	Yes
HK_121105	Yes
HK_121108	Yes
HK_121111	Yes
HK_121118	Yes
HK_121125	Yes
HK_121126	Yes
HK_12113	Yes
HK_121130	Yes
HK_121131	Yes
HK_121136	Yes
HK_121137	Yes
HK_121139	Yes
HK_121142	Yes
HK_121143	Yes
HK_121157	Yes
HK_12116	Yes
HK_121160	Yes
HK_121166	Yes
HK_121168	Yes
HK_121178	Yes
HK_121181	Yes
HK_121188	Yes
HK_121201	Yes
HK_121207	Yes
HK_121220	Yes
HK_121227	Yes
HK_121234	Yes
HK_121235	Yes
HK_121236	Yes
HK_121239	Yes
HK_121240	Yes
HK_121251	Yes
HK_121260	Yes
HK_121266	Yes
HK_121275	Yes
HK_121276	Yes
HK_121286	Yes
HK_121291	Yes
HK_121303	Yes
HK_121304	Yes
HK_121306	Yes
HK_121308	Yes
HK_121311	Yes
HK_121313	Yes
HK_121322	Yes
HK_121324	Yes
HK_12133	Yes
HK_121335	Yes
HK_121338	Yes
HK_12134	Yes
HK_121344	Yes
HK_121354	Yes
HK_121357	Yes
HK_121358	Yes
HK_121365	Yes
HK_121369	Yes
HK_12137	Yes
HK_121375	Yes
HK_12138	Yes
HK_121395	Yes
HK_121397	Yes
HK_121416	Yes
HK_121417	Yes
HK_12143	Yes
HK_121430	Yes
HK_121434	Yes
HK_121440	Yes
HK_121447	Yes
HK_121451	Yes
HK_121452	Yes
HK_121459	Yes
HK_121461	Yes
HK_121467	Yes
HK_121483	Yes
HK_121485	Yes
HK_121488	Yes
HK_121495	Yes
HK_121525	Yes
HK_121526	Yes
HK_121535	Yes
HK_12155	Yes
HK_121564	Yes
HK_121569	Yes
HK_12157	Yes
HK_121572	Yes
HK_121585	Yes
HK_121596	Yes
HK_12160	Yes
HK_121603	Yes
HK_121605	Yes
HK_121608	Yes
HK_121611	Yes
HK_121616	Yes
HK_121630	Yes
HK_121631	Yes
HK_121632	Yes
HK_121635	Yes
HK_121636	Yes
HK_121638	Yes
HK_121639	Yes
HK_121645	Yes
HK_121651	Yes
HK_121652	Yes
HK_121656	Yes
HK_12167	Yes
HK_121670	Yes
HK_121679	Yes
HK_121681	Yes
HK_121698	Yes
HK_121701	Yes
HK_121706	Yes
HK_121712	Yes
HK_121716	Yes
HK_12172	Yes
HK_121724	Yes
HK_121725	Yes
HK_121731	Yes
HK_121734	Yes
HK_121746	Yes
HK_121763	Yes
HK_121786	Yes
HK_121797	Yes
HK_121799	Yes
HK_121802	Yes
HK_121805	Yes
HK_121815	Yes
HK_121821	Yes
HK_121840	Yes
HK_12185	Yes
HK_121853	Yes
HK_121860	Yes
HK_121863	Yes
HK_121865	Yes
HK_121871	Yes
HK_121876	Yes
HK_121877	Yes
HK_121884	Yes
HK_121888	Yes
HK_121890	Yes
HK_121894	Yes
HK_121896	Yes
HK_121906	Yes
HK_12191	Yes
HK_121920	Yes
HK_121921	Yes
HK_121926	Yes
HK_121931	Yes
HK_121935	Yes
HK_12194	Yes
HK_121948	Yes
HK_121955	Yes
HK_121967	Yes
HK_121979	Yes
HK_121982	Yes
HK_121987	Yes
HK_121988	Yes
HK_121993	Yes
HK_121995	Yes
HK_121999	Yes
HK_122001	Yes
HK_122037	Yes
HK_122038	Yes
HK_122053	Yes
HK_122061	Yes
HK_12207	Yes
HK_122070	Yes
HK_122094	Yes
HK_12211	Yes
HK_122110	Yes
HK_122127	Yes
HK_122146	Yes
HK_122147	Yes
HK_12215	Yes
HK_122151	Yes
HK_122154	Yes
HK_122158	Yes
HK_122162	Yes
HK_122167	Yes
HK_122170	Yes
HK_122172	Yes
HK_122191	Yes
HK_122198	Yes
HK_122199	Yes
HK_12220	Yes
HK_122202	Yes
HK_122211	Yes
HK_122213	Yes
HK_12222	Yes
HK_122224	Yes
HK_122225	Yes
HK_122226	Yes
HK_12223	Yes
HK_122231	Yes
HK_122234	Yes
HK_122236	Yes
HK_122240	Yes
HK_122241	Yes
HK_122243	Yes
HK_122254	Yes
HK_12226	Yes
HK_122262	Yes
HK_122265	Yes
HK_122268	Yes
HK_122275	Yes
HK_122284	Yes
HK_122288	Yes
HK_122295	Yes
HK_12230	Yes
HK_122336	Yes
HK_122341	Yes
HK_122342	Yes
HK_122347	Yes
HK_122349	Yes
HK_122357	Yes
HK_122363	Yes
HK_122372	Yes
HK_122376	Yes
HK_122396	Yes
HK_122397	Yes
HK_122408	Yes
HK_122412	Yes
HK_122413	Yes
HK_122415	Yes
HK_122417	Yes
HK_12242	Yes
HK_122420	Yes
HK_122425	Yes
HK_122428	Yes
HK_122431	Yes
HK_122438	Yes
HK_122443	Yes
HK_122449	Yes
HK_122450	Yes
HK_122461	Yes
HK_122462	Yes
HK_122486	Yes
HK_122493	Yes
HK_122504	Yes
HK_122505	Yes
HK_12251	Yes
HK_122513	Yes
HK_122524	Yes
HK_122539	Yes
HK_122542	Yes
HK_122547	Yes
HK_122549	Yes
HK_122555	Yes
HK_122574	Yes
HK_122575	Yes
HK_122582	Yes
HK_122583	Yes
HK_122584	Yes
HK_122592	Yes
HK_12260	Yes
HK_122601	Yes
HK_122604	Yes
HK_122613	Yes
HK_122617	Yes
HK_122630	Yes
HK_122640	Yes
HK_122641	Yes
HK_122647	Yes
HK_122653	Yes
HK_122660	Yes
HK_122677	Yes
HK_122684	Yes
HK_122690	Yes
HK_122692	Yes
HK_122697	Yes
HK_122705	Yes
HK_12271	Yes
HK_122715	Yes
HK_122743	Yes
HK_122747	Yes
HK_122753	Yes
HK_122779	Yes
HK_122784	Yes
HK_122787	Yes
HK_122802	Yes
HK_122813	Yes
HK_122816	Yes
HK_122821	Yes
HK_122839	Yes
HK_12284	Yes
HK_122845	Yes
HK_122853	Yes
HK_122854	Yes
HK_122858	Yes
HK_122869	Yes
HK_122872	Yes
HK_122873	Yes
HK_122891	Yes
HK_122906	Yes
HK_122911	Yes
HK_122918	Yes
HK_12293	Yes
HK_122931	Yes
HK_122934	Yes
HK_122946	Yes
HK_12295	Yes
HK_122957	Yes
HK_122960	Yes
HK_122965	Yes
HK_122979	Yes
HK_12298	Yes
HK_122980	Yes
HK_122985	Yes
HK_123003	Yes
HK_123006	Yes
HK_12301	Yes
HK_123016	Yes
HK_12302	Yes
HK_123026	Yes
HK_123029	Yes
HK_12303	Yes
HK_123032	Yes
HK_123035	Yes
HK_123039	Yes
HK_123041	Yes
HK_12305	Yes
HK_123051	Yes
HK_123060	Yes
HK_123067	Yes
HK_123068	Yes
HK_123077	Yes
HK_123083	Yes
HK_123093	Yes
HK_123094	Yes
HK_123095	Yes
HK_12310	Yes
HK_123101	Yes
HK_123110	Yes
HK_123111	Yes
HK_123113	Yes
HK_123115	Yes
HK_123131	Yes
HK_12315	Yes
HK_123155	Yes
HK_123159	Yes
HK_123176	Yes
HK_123180	Yes
HK_123182	Yes
HK_123183	Yes
HK_123202	Yes
HK_123204	Yes
HK_123225	Yes
HK_123226	Yes
HK_123236	Yes
HK_123249	Yes
HK_123253	Yes
HK_123266	Yes
HK_12328	Yes
HK_123280	Yes
HK_123295	Yes
HK_123297	Yes
HK_123302	Yes
HK_123303	Yes
HK_123314	Yes
HK_123316	Yes
HK_123322	Yes
HK_12333	Yes
HK_123333	Yes
HK_123339	Yes
HK_123347	Yes
HK_123352	Yes
HK_12336	Yes
HK_123360	Yes
HK_123363	Yes
HK_123368	Yes
HK_123370	Yes
HK_123383	Yes
HK_123394	Yes
HK_123398	Yes
HK_123415	Yes
HK_123425	Yes
HK_123429	Yes
HK_123434	Yes
HK_123435	Yes
HK_123437	Yes
HK_123445	Yes
HK_12345	Yes
HK_123453	Yes
HK_123454	Yes
HK_123465	Yes
HK_123467	Yes
HK_123488	Yes
HK_123495	Yes
HK_12350	Yes
HK_123509	Yes
HK_12351	Yes
HK_123512	Yes
HK_123515	Yes
HK_123517	Yes
HK_123531	Yes
HK_123532	Yes
HK_123540	Yes
HK_123546	Yes
HK_123548	Yes
HK_123556	Yes
HK_123575	Yes
HK_123581	Yes
HK_123589	Yes
HK_123598	Yes
HK_1236	Yes
HK_123607	Yes
HK_123612	Yes
HK_123614	Yes
HK_123615	Yes
HK_123620	Yes
HK_123623	Yes
HK_123626	Yes
HK_123636	Yes
HK_123637	Yes
HK_123649	Yes
HK_123651	Yes
HK_123663	Yes
HK_123681	Yes
HK_123688	Yes
HK_123690	Yes
HK_123702	Yes
HK_123719	Yes
HK_12372	Yes
HK_123740	Yes
HK_123745	Yes
HK_123750	Yes
HK_123758	Yes
HK_123761	Yes
HK_123763	Yes
HK_123764	Yes
HK_123765	Yes
HK_123770	Yes
HK_123777	Yes
HK_123778	Yes
HK_123789	Yes
HK_123796	Yes
HK_123813	Yes
HK_123814	Yes
HK_123829	Yes
HK_12383	Yes
HK_123832	Yes
HK_123839	Yes
HK_123843	Yes
HK_123854	Yes
HK_123869	Yes
HK_123872	Yes
HK_123874	Yes
HK_123907	Yes
HK_123915	Yes
HK_123916	Yes
HK_123918	Yes
HK_123923	Yes
HK_123930	Yes
HK_123940	Yes
HK_123943	Yes
HK_123956	Yes
HK_123967	Yes
HK_123970	Yes
HK_123971	Yes
HK_123975	Yes
HK_123980	Yes
HK_123983	Yes
HK_123989	Yes
HK_12399	Yes
HK_123990	Yes
HK_123997	Yes
HK_123999	Yes
HK_124001	Yes
HK_124003	Yes
HK_124008	Yes
HK_124034	Yes
HK_12404	Yes
HK_12405	Yes
HK_124051	Yes
HK_124052	Yes
HK_124053	Yes
HK_124070	Yes
HK_12408	Yes
HK_124080	Yes
HK_124089	Yes
HK_124090	Yes
HK_124093	Yes
HK_124096	Yes
HK_124098	Yes
HK_124112	Yes
HK_124116	Yes
HK_124117	Yes
HK_124123	Yes
HK_124136	Yes
HK_124144	Yes
HK_124154	Yes
HK_124169	Yes
HK_124176	Yes
HK_124184	Yes
HK_12420	Yes
HK_124205	Yes
HK_124209	Yes
HK_124215	Yes
HK_12422	Yes
HK_124224	Yes
HK_124236	Yes
HK_124243	Yes
HK_124245	Yes
HK_124249	Yes
HK_124250	Yes
HK_124252	Yes
HK_124255	Yes
HK_124263	Yes
HK_124265	Yes
HK_124266	Yes
HK_12427	Yes
HK_124285	Yes
HK_124293	Yes
HK_124296	Yes
HK_124302	Yes
HK_12431	Yes
HK_124319	Yes
HK_124331	Yes
HK_124333	Yes
HK_12434	Yes
HK_124348	Yes
HK_124351	Yes
HK_124353	Yes
HK_124355	Yes
HK_124361	Yes
HK_124364	Yes
HK_12438	Yes
HK_124398	Yes
HK_124402	Yes
HK_124411	Yes
HK_124414	Yes
HK_124429	Yes
HK_124439	Yes
HK_124463	Yes
HK_124466	Yes
HK_124489	Yes
HK_124490	Yes
HK_124494	Yes
HK_124504	Yes
HK_124506	Yes
HK_124513	Yes
HK_124516	Yes
HK_124521	Yes
HK_124541	Yes
HK_124544	Yes
HK_124554	Yes
HK_124556	Yes
HK_124558	Yes
HK_124563	Yes
HK_124569	Yes
HK_12457	Yes
HK_124573	Yes
HK_124582	Yes
HK_124595	Yes
HK_1246	Yes
HK_124605	Yes
HK_124608	Yes
HK_124611	Yes
HK_124618	Yes
HK_124619	Yes
HK_12462	Yes
HK_124622	Yes
HK_124623	Yes
HK_124626	Yes
HK_124627	Yes
HK_12463	Yes
HK_124632	Yes
HK_124633	Yes
HK_124638	Yes
HK_124641	Yes
HK_124642	Yes
HK_124656	Yes
HK_124658	Yes
HK_124670	Yes
HK_124680	Yes
HK_124689	Yes
HK_124698	Yes
HK_124704	Yes
HK_124707	Yes
HK_124717	Yes
HK_124718	Yes
HK_124732	Yes
HK_124746	Yes
HK_124749	Yes
HK_124752	Yes
HK_124761	Yes
HK_124767	Yes
HK_124775	Yes
HK_12478	Yes
HK_124783	Yes
HK_124786	Yes
HK_124800	Yes
HK_124802	Yes
HK_124805	Yes
HK_124816	Yes
HK_124820	Yes
HK_124830	Yes
HK_124831	Yes
HK_124844	Yes
HK_124846	Yes
HK_124849	Yes
HK_124872	Yes
HK_124875	Yes
HK_124879	Yes
HK_124880	Yes
HK_124881	Yes
HK_124899	Yes
HK_124909	Yes
HK_124917	Yes
HK_124930	Yes
HK_12494	Yes
HK_124941	Yes
HK_124942	Yes
HK_124943	Yes
HK_124946	Yes
HK_124954	Yes
HK_124955	Yes
HK_124959	Yes
HK_124962	Yes
HK_124964	Yes
HK_124966	Yes
HK_124978	Yes
HK_124982	Yes
HK_1250	Yes
HK_125001	Yes
HK_125003	Yes
HK_125004	Yes
HK_125028	Yes
HK_125030	Yes
HK_125034	Yes
HK_125036	Yes
HK_125042	Yes
HK_125047	Yes
HK_125052	Yes
HK_125062	Yes
HK_125066	Yes
HK_125077	Yes
HK_125078	Yes
HK_125082	Yes
HK_125103	Yes
HK_125104	Yes
HK_12511	Yes
HK_125116	Yes
HK_125120	Yes
HK_125123	Yes
HK_125124	Yes
HK_12513	Yes
HK_125132	Yes
HK_125133	Yes
HK_125140	Yes
HK_125148	Yes
HK_125149	Yes
HK_125151	Yes
HK_125153	Yes
HK_125167	Yes
HK_125171	Yes
HK_125173	Yes
HK_125174	Yes
HK_125185	Yes
HK_125196	Yes
HK_125199	Yes
HK_125208	Yes
HK_125210	Yes
HK_125219	Yes
HK_125225	Yes
HK_125230	Yes
HK_125231	Yes
HK_12524	Yes
HK_125242	Yes
HK_125243	Yes
HK_125256	Yes
HK_125257	Yes
HK_125259	Yes
HK_125285	Yes
HK_125295	Yes
HK_125307	Yes
HK_125310	Yes
HK_125311	Yes
HK_125315	Yes
HK_125318	Yes
HK_125321	Yes
HK_12533	Yes
HK_125330	Yes
HK_125348	Yes
HK_125352	Yes
HK_125362	Yes
HK_125376	Yes
HK_125384	Yes
HK_125387	Yes
HK_125389	Yes
HK_12539	Yes
HK_125390	Yes
HK_125393	Yes
HK_125396	Yes
HK_125409	Yes
HK_125414	Yes
HK_125419	Yes
HK_125427	Yes
HK_125434	Yes
HK_125435	Yes
HK_125437	Yes
HK_125444	Yes
HK_125446	Yes
HK_125447	Yes
HK_125448	Yes
HK_12545	Yes
HK_125456	Yes
HK_125461	Yes
HK_125468	Yes
HK_125470	Yes
HK_125483	Yes
HK_125497	Yes
HK_125501	Yes
HK_125503	Yes
HK_125506	Yes
HK_125507	Yes
HK_12551	Yes
HK_125513	Yes
HK_125528	Yes
HK_125532	Yes
HK_125542	Yes
HK_125544	Yes
HK_125551	Yes
HK_125556	Yes
HK_125557	Yes
HK_12556	Yes
HK_12557	Yes
HK_125575	Yes
HK_125580	Yes
HK_125581	Yes
HK_12559	Yes
HK_125593	Yes
HK_125594	Yes
HK_125604	Yes
HK_125605	Yes
HK_125611	Yes
HK_125614	Yes
HK_125635	Yes
HK_125641	Yes
HK_125644	Yes
HK_12565	Yes
HK_125652	Yes
HK_125660	Yes
HK_125675	Yes
HK_125684	Yes
HK_125687	Yes
HK_125689	Yes
HK_12569	Yes
HK_12570	Yes
HK_125700	Yes
HK_125705	Yes
HK_125706	Yes
HK_125708	Yes
HK_125714	Yes
HK_125719	Yes
HK_12572	Yes
HK_125722	Yes
HK_125729	Yes
HK_125738	Yes
HK_12574	Yes
HK_125741	Yes
HK_125752	Yes
HK_125763	Yes
HK_12577	Yes
HK_125776	Yes
HK_125785	Yes
HK_125788	Yes
HK_125797	Yes
HK_125802	Yes
HK_125805	Yes
HK_125807	Yes
HK_12581	Yes
HK_125810	Yes
HK_125811	Yes
HK_125815	Yes
HK_125820	Yes
HK_125823	Yes
HK_125825	Yes
HK_125831	Yes
HK_125856	Yes
HK_125857	Yes
HK_125866	Yes
HK_125876	Yes
HK_12588	Yes
HK_125895	Yes
HK_12590	Yes
HK_125901	Yes
HK_125905	Yes
HK_125909	Yes
HK_125910	Yes
HK_125913	Yes
HK_125917	Yes
HK_125919	Yes
HK_125920	Yes
HK_12593	Yes
HK_125950	Yes
HK_125967	Yes
HK_125975	Yes
HK_125980	Yes
HK_125983	Yes
HK_125987	Yes
HK_125992	Yes
HK_125995	Yes
HK_126002	Yes
HK_126005	Yes
HK_126010	Yes
HK_126014	Yes
HK_126020	Yes
HK_126040	Yes
HK_126052	Yes
HK_126053	Yes
HK_126061	Yes
HK_126063	Yes
HK_126067	Yes
HK_126070	Yes
HK_126076	Yes
HK_126078	Yes
HK_126086	Yes
HK_126093	Yes
HK_126104	Yes
HK_126127	Yes
HK_126131	Yes
HK_126133	Yes
HK_12614	Yes
HK_126146	Yes
HK_12615	Yes
HK_126153	Yes
HK_126168	Yes
HK_126169	Yes
HK_126174	Yes
HK_126175	Yes
HK_126180	Yes
HK_126182	Yes
HK_126185	Yes
HK_126186	Yes
HK_126188	Yes
HK_126191	Yes
HK_126192	Yes
HK_126194	Yes
HK_126201	Yes
HK_126210	Yes
HK_126212	Yes
HK_126215	Yes
HK_126216	Yes
HK_126221	Yes
HK_126222	Yes
HK_126241	Yes
HK_126243	Yes
HK_126249	Yes
HK_126261	Yes
HK_126265	Yes
HK_126267	Yes
HK_126269	Yes
HK_126272	Yes
HK_126280	Yes
HK_126281	Yes
HK_126287	Yes
HK_126293	Yes
HK_12630	Yes
HK_126317	Yes
HK_126320	Yes
HK_126322	Yes
HK_126368	Yes
HK_126372	Yes
HK_126373	Yes
HK_126391	Yes
HK_126393	Yes
HK_12640	Yes
HK_126400	Yes
HK_126410	Yes
HK_126411	Yes
HK_126418	Yes
HK_126421	Yes
HK_12644	Yes
HK_126446	Yes
HK_126448	Yes
HK_126463	Yes
HK_126479	Yes
HK_12649	Yes
HK_126499	Yes
HK_126500	Yes
HK_126503	Yes
HK_12652	Yes
HK_126521	Yes
HK_126528	Yes
HK_126529	Yes
HK_126539	Yes
HK_126542	Yes
HK_126545	Yes
HK_126563	Yes
HK_126575	Yes
HK_126577	Yes
HK_126600	Yes
HK_126605	Yes
HK_126608	Yes
HK_126611	Yes
HK_126617	Yes
HK_126621	Yes
HK_126625	Yes
HK_126635	Yes
HK_126637	Yes
HK_126643	Yes
HK_12665	Yes
HK_126653	Yes
HK_126665	Yes
HK_126690	Yes
HK_126691	Yes
HK_126692	Yes
HK_126698	Yes
HK_126706	Yes
HK_126710	Yes
HK_126712	Yes
HK_126730	Yes
HK_126741	Yes
HK_126743	Yes
HK_126744	Yes
HK_126749	Yes
HK_126751	Yes
HK_126752	Yes
HK_126764	Yes
HK_126768	Yes
HK_126769	Yes
HK_12677	Yes
HK_126778	Yes
HK_126790	Yes
HK_126791	Yes
HK_126793	Yes
HK_126795	Yes
HK_126796	Yes
HK_126798	Yes
HK_126813	Yes
HK_126814	Yes
HK_126822	Yes
HK_126830	Yes
HK_126843	Yes
HK_126855	Yes
HK_126859	Yes
HK_126862	Yes
HK_126865	Yes
HK_126870	Yes
HK_126903	Yes
HK_126920	Yes
HK_126929	Yes
HK_126932	Yes
HK_126937	Yes
HK_126942	Yes
HK_126945	Yes
HK_126951	Yes
HK_126956	Yes
HK_126975	Yes
HK_12698	Yes
HK_126986	Yes
HK_12699	Yes
HK_126995	Yes
HK_126999	Yes
HK_127010	Yes
HK_12704	Yes
HK_127040	Yes
HK_127042	Yes
HK_127043	Yes
HK_127047	Yes
HK_127080	Yes
HK_1271	Yes
HK_12710	Yes
HK_127103	Yes
HK_127111	Yes
HK_127112	Yes
HK_127117	Yes
HK_127124	Yes
HK_127131	Yes
HK_127145	Yes
HK_127150	Yes
HK_127157	Yes
HK_127172	Yes
HK_12718	Yes
HK_127192	Yes
HK_127201	Yes
HK_127207	Yes
HK_127211	Yes
HK_127220	Yes
HK_127224	Yes
HK_127244	Yes
HK_127252	Yes
HK_127256	Yes
HK_127257	Yes
HK_127268	Yes
HK_127280	Yes
HK_127317	Yes
HK_12732	Yes
HK_127321	Yes
HK_127325	Yes
HK_127326	Yes
HK_127332	Yes
HK_127334	Yes
HK_127340	Yes
HK_127341	Yes
HK_127348	Yes
HK_12736	Yes
HK_127368	Yes
HK_12738	Yes
HK_127391	Yes
HK_127398	Yes
HK_127399	Yes
HK_1274	Yes
HK_127400	Yes
HK_127406	Yes
HK_127426	Yes
HK_127428	Yes
HK_127429	Yes
HK_127430	Yes
HK_127441	Yes
HK_127442	Yes
HK_127444	Yes
HK_127446	Yes
HK_127454	Yes
HK_127457	Yes
HK_127460	Yes
HK_127467	Yes
HK_12747	Yes
HK_127471	Yes
HK_127472	Yes
HK_127481	Yes
HK_127490	Yes
HK_127498	Yes
HK_127516	Yes
HK_127533	Yes
HK_127541	Yes
HK_127544	Yes
HK_127546	Yes
HK_127550	Yes
HK_127556	Yes
HK_127567	Yes
HK_127568	Yes
HK_127572	Yes
HK_12759	Yes
HK_127592	Yes
HK_127593	Yes
HK_127598	Yes
HK_127602	Yes
HK_127617	Yes
HK_127620	Yes
HK_127623	Yes
HK_127634	Yes
HK_127635	Yes
HK_12765	Yes
HK_127671	Yes
HK_127681	Yes
HK_127690	Yes
HK_127694	Yes
HK_127697	Yes
HK_127704	Yes
HK_127715	Yes
HK_127716	Yes
HK_127718	Yes
HK_12772	Yes
HK_127728	Yes
HK_127744	Yes
HK_127756	Yes
HK_127758	Yes
HK_12776	Yes
HK_127765	Yes
HK_127768	Yes
HK_127772	Yes
HK_127784	Yes
HK_12779	Yes
HK_12780	Yes
HK_127813	Yes
HK_127818	Yes
HK_127821	Yes
HK_127825	Yes
HK_127829	Yes
HK_127833	Yes
HK_127835	Yes
HK_127840	Yes
HK_127841	Yes
HK_127856	Yes
HK_127859	Yes
HK_127869	Yes
HK_127871	Yes
HK_127885	Yes
HK_1279	Yes
HK_127912	Yes
HK_127926	Yes
HK_127941	Yes
HK_127956	Yes
HK_127957	Yes
HK_127961	Yes
HK_127971	Yes
HK_127975	Yes
HK_127977	Yes
HK_127989	Yes
HK_127995	Yes
HK_127997	Yes
HK_128004	Yes
HK_128006	Yes
HK_128007	Yes
HK_128009	Yes
HK_128012	Yes
HK_128021	Yes
HK_128022	Yes
HK_128026	Yes
HK_128029	Yes
HK_12803	Yes
HK_128034	Yes
HK_12804	Yes
HK_128042	Yes
HK_128049	Yes
HK_128050	Yes
HK_128058	Yes
HK_128061	Yes
HK_128068	Yes
HK_128080	Yes
HK_128083	Yes
HK_128088	Yes
HK_128090	Yes
HK_128099	Yes
HK_128106	Yes
HK_128110	Yes
HK_128111	Yes
HK_128123	Yes
HK_128130	Yes
HK_128141	Yes
HK_128147	Yes
HK_128148	Yes
HK_128149	Yes
HK_12815	Yes
HK_128151	Yes
HK_128165	Yes
HK_128176	Yes
HK_128178	Yes
HK_128180	Yes
HK_128183	Yes
HK_128190	Yes
HK_128193	Yes
HK_128198	Yes
HK_128199	Yes
HK_128204	Yes
HK_128211	Yes
HK_128221	Yes
HK_128222	Yes
HK_128226	Yes
HK_128230	Yes
HK_128243	Yes
HK_128253	Yes
HK_128257	Yes
HK_128262	Yes
HK_128268	Yes
