Contig	ARG
Oslo_19165	Yes
Oslo_19174	Yes
Oslo_19176	Yes
Oslo_19177	Yes
Oslo_19180	Yes
Oslo_19188	Yes
Oslo_19202	Yes
Oslo_19219	Yes
Oslo_19222	Yes
Oslo_19230	Yes
Oslo_19249	Yes
Oslo_1925	Yes
Oslo_19250	Yes
Oslo_19263	Yes
Oslo_19276	Yes
Oslo_1928	Yes
Oslo_19287	Yes
Oslo_19297	Yes
Oslo_19300	Yes
Oslo_19321	Yes
Oslo_19329	Yes
Oslo_1933	Yes
Oslo_19332	Yes
Oslo_19337	Yes
Oslo_19343	Yes
Oslo_19345	Yes
Oslo_19350	Yes
Oslo_19363	Yes
Oslo_19370	Yes
Oslo_19384	Yes
Oslo_1939	Yes
Oslo_1940	Yes
Oslo_19401	Yes
Oslo_19412	Yes
Oslo_19415	Yes
Oslo_19416	Yes
Oslo_1942	Yes
Oslo_19423	Yes
Oslo_19452	Yes
Oslo_19456	Yes
Oslo_19490	Yes
Oslo_19493	Yes
Oslo_19496	Yes
Oslo_19498	Yes
Oslo_19499	Yes
Oslo_19501	Yes
Oslo_19507	Yes
Oslo_19520	Yes
Oslo_19521	Yes
Oslo_19523	Yes
Oslo_19541	Yes
Oslo_19548	Yes
Oslo_19557	Yes
Oslo_19559	Yes
Oslo_19568	Yes
Oslo_19579	Yes
Oslo_19580	Yes
Oslo_19586	Yes
Oslo_19594	Yes
Oslo_19596	Yes
Oslo_19597	Yes
Oslo_196	Yes
Oslo_19608	Yes
Oslo_19610	Yes
Oslo_19611	Yes
Oslo_19619	Yes
Oslo_19626	Yes
Oslo_19636	Yes
Oslo_19638	Yes
Oslo_19645	Yes
Oslo_19647	Yes
Oslo_19648	Yes
Oslo_19653	Yes
Oslo_19655	Yes
Oslo_19666	Yes
Oslo_19675	Yes
Oslo_1968	Yes
Oslo_19684	Yes
Oslo_19692	Yes
Oslo_19697	Yes
Oslo_1972	Yes
Oslo_19726	Yes
Oslo_19732	Yes
Oslo_19743	Yes
Oslo_19748	Yes
Oslo_19749	Yes
Oslo_19758	Yes
Oslo_19761	Yes
Oslo_19762	Yes
Oslo_19764	Yes
Oslo_19782	Yes
Oslo_19783	Yes
Oslo_19786	Yes
Oslo_1979	Yes
Oslo_19797	Yes
Oslo_19807	Yes
Oslo_19828	Yes
Oslo_1983	Yes
Oslo_19833	Yes
Oslo_19834	Yes
Oslo_19840	Yes
Oslo_19842	Yes
Oslo_19843	Yes
Oslo_1985	Yes
Oslo_19859	Yes
Oslo_19865	Yes
Oslo_19872	Yes
Oslo_19881	Yes
Oslo_19889	Yes
Oslo_19893	Yes
Oslo_19894	Yes
Oslo_19898	Yes
Oslo_19902	Yes
Oslo_19906	Yes
Oslo_1991	Yes
Oslo_19917	Yes
Oslo_19919	Yes
Oslo_19925	Yes
Oslo_19934	Yes
Oslo_19946	Yes
Oslo_1995	Yes
Oslo_19955	Yes
Oslo_1996	Yes
Oslo_19969	Yes
Oslo_19977	Yes
Oslo_19995	Yes
Oslo_19999	Yes
Oslo_2000	Yes
Oslo_20000	Yes
Oslo_20014	Yes
Oslo_20030	Yes
Oslo_20036	Yes
Oslo_20048	Yes
Oslo_20051	Yes
Oslo_20057	Yes
Oslo_20058	Yes
Oslo_20074	Yes
Oslo_20087	Yes
Oslo_2010	Yes
Oslo_20100	Yes
Oslo_20103	Yes
Oslo_20105	Yes
Oslo_20120	Yes
Oslo_20122	Yes
Oslo_20127	Yes
Oslo_20154	Yes
Oslo_20155	Yes
Oslo_20173	Yes
Oslo_2019	Yes
Oslo_202	Yes
Oslo_20209	Yes
Oslo_20238	Yes
Oslo_20242	Yes
Oslo_20243	Yes
Oslo_20247	Yes
Oslo_20249	Yes
Oslo_20254	Yes
Oslo_20258	Yes
Oslo_2026	Yes
Oslo_20260	Yes
Oslo_20270	Yes
Oslo_2028	Yes
Oslo_20294	Yes
Oslo_20299	Yes
Oslo_203	Yes
Oslo_20300	Yes
Oslo_20302	Yes
Oslo_2031	Yes
Oslo_20326	Yes
Oslo_2033	Yes
Oslo_20331	Yes
Oslo_20343	Yes
Oslo_20356	Yes
Oslo_20378	Yes
Oslo_2038	Yes
Oslo_20395	Yes
Oslo_20399	Yes
Oslo_2040	Yes
Oslo_20414	Yes
Oslo_20415	Yes
Oslo_2042	Yes
Oslo_20432	Yes
Oslo_20434	Yes
Oslo_20437	Yes
Oslo_20443	Yes
Oslo_20449	Yes
Oslo_20454	Yes
Oslo_20465	Yes
Oslo_20466	Yes
Oslo_20467	Yes
Oslo_20474	Yes
Oslo_20478	Yes
Oslo_20493	Yes
Oslo_20496	Yes
Oslo_2050	Yes
Oslo_20512	Yes
Oslo_20524	Yes
Oslo_20535	Yes
Oslo_20542	Yes
Oslo_20547	Yes
Oslo_20548	Yes
Oslo_20555	Yes
Oslo_20568	Yes
Oslo_20577	Yes
Oslo_20580	Yes
Oslo_20587	Yes
Oslo_2059	Yes
Oslo_20618	Yes
Oslo_20635	Yes
Oslo_20643	Yes
Oslo_20648	Yes
Oslo_2065	Yes
Oslo_20682	Yes
Oslo_20684	Yes
Oslo_20691	Yes
Oslo_20693	Yes
Oslo_2070	Yes
Oslo_20722	Yes
Oslo_20724	Yes
Oslo_20733	Yes
Oslo_20745	Yes
Oslo_20747	Yes
Oslo_20749	Yes
Oslo_20751	Yes
Oslo_20756	Yes
Oslo_20758	Yes
Oslo_20759	Yes
Oslo_20762	Yes
Oslo_208	Yes
Oslo_2080	Yes
Oslo_20805	Yes
Oslo_20808	Yes
Oslo_20809	Yes
Oslo_20820	Yes
Oslo_20839	Yes
Oslo_20840	Yes
Oslo_20845	Yes
Oslo_20846	Yes
Oslo_20855	Yes
Oslo_20866	Yes
Oslo_2087	Yes
Oslo_20886	Yes
Oslo_2090	Yes
Oslo_20904	Yes
Oslo_20911	Yes
Oslo_20915	Yes
Oslo_20920	Yes
Oslo_20925	Yes
Oslo_20937	Yes
Oslo_20941	Yes
Oslo_20947	Yes
Oslo_20972	Yes
Oslo_20973	Yes
Oslo_2098	Yes
Oslo_20987	Yes
Oslo_20990	Yes
Oslo_20995	Yes
Oslo_21000	Yes
Oslo_21005	Yes
Oslo_21006	Yes
Oslo_21019	Yes
Oslo_21023	Yes
Oslo_21039	Yes
Oslo_21047	Yes
Oslo_21066	Yes
Oslo_21079	Yes
Oslo_2108	Yes
Oslo_21081	Yes
Oslo_2110	Yes
Oslo_21107	Yes
Oslo_21113	Yes
Oslo_21130	Yes
Oslo_21135	Yes
Oslo_21136	Yes
Oslo_21156	Yes
Oslo_2116	Yes
Oslo_21166	Yes
Oslo_21175	Yes
Oslo_21181	Yes
Oslo_21185	Yes
Oslo_2119	Yes
Oslo_21198	Yes
Oslo_21201	Yes
Oslo_21208	Yes
Oslo_21209	Yes
Oslo_21218	Yes
Oslo_21221	Yes
Oslo_21246	Yes
Oslo_21248	Yes
Oslo_21271	Yes
Oslo_21274	Yes
Oslo_21283	Yes
Oslo_21285	Yes
Oslo_21292	Yes
Oslo_21295	Yes
Oslo_21302	Yes
Oslo_21324	Yes
Oslo_21327	Yes
Oslo_21328	Yes
Oslo_2133	Yes
Oslo_21349	Yes
Oslo_2137	Yes
Oslo_2138	Yes
Oslo_21381	Yes
Oslo_21396	Yes
Oslo_21413	Yes
Oslo_21420	Yes
Oslo_21422	Yes
Oslo_21427	Yes
Oslo_21434	Yes
Oslo_21438	Yes
Oslo_2144	Yes
Oslo_21440	Yes
Oslo_21449	Yes
Oslo_2147	Yes
Oslo_2148	Yes
Oslo_21480	Yes
Oslo_21486	Yes
Oslo_21489	Yes
Oslo_2149	Yes
Oslo_21502	Yes
Oslo_21505	Yes
Oslo_21521	Yes
Oslo_21525	Yes
Oslo_21527	Yes
Oslo_21529	Yes
Oslo_21542	Yes
Oslo_21551	Yes
Oslo_21552	Yes
Oslo_21569	Yes
Oslo_21571	Yes
Oslo_21604	Yes
Oslo_21606	Yes
Oslo_2161	Yes
Oslo_21612	Yes
Oslo_21613	Yes
Oslo_21618	Yes
Oslo_21624	Yes
Oslo_21639	Yes
Oslo_21642	Yes
Oslo_2165	Yes
Oslo_21654	Yes
Oslo_21669	Yes
Oslo_21672	Yes
Oslo_21676	Yes
Oslo_21678	Yes
Oslo_21684	Yes
Oslo_21685	Yes
Oslo_2169	Yes
Oslo_21700	Yes
Oslo_21703	Yes
Oslo_21716	Yes
Oslo_21717	Yes
Oslo_2172	Yes
Oslo_21722	Yes
Oslo_21725	Yes
Oslo_21770	Yes
Oslo_21781	Yes
Oslo_21786	Yes
Oslo_21797	Yes
Oslo_218	Yes
Oslo_2180	Yes
Oslo_21809	Yes
Oslo_2181	Yes
Oslo_21824	Yes
Oslo_21829	Yes
Oslo_21839	Yes
Oslo_21862	Yes
Oslo_21872	Yes
Oslo_21875	Yes
Oslo_21880	Yes
Oslo_21887	Yes
Oslo_2189	Yes
Oslo_21903	Yes
Oslo_21908	Yes
Oslo_2191	Yes
Oslo_21911	Yes
Oslo_21939	Yes
Oslo_21971	Yes
Oslo_21974	Yes
Oslo_21978	Yes
Oslo_220	Yes
Oslo_2201	Yes
Oslo_22016	Yes
Oslo_22024	Yes
Oslo_22030	Yes
Oslo_22039	Yes
Oslo_22042	Yes
Oslo_22043	Yes
Oslo_2205	Yes
Oslo_22051	Yes
Oslo_22056	Yes
Oslo_22066	Yes
Oslo_2207	Yes
Oslo_22079	Yes
Oslo_22092	Yes
Oslo_22094	Yes
Oslo_22116	Yes
Oslo_22118	Yes
Oslo_22131	Yes
Oslo_22132	Yes
Oslo_22137	Yes
Oslo_2214	Yes
Oslo_22155	Yes
Oslo_22157	Yes
Oslo_22162	Yes
Oslo_22164	Yes
Oslo_22173	Yes
Oslo_22179	Yes
Oslo_2218	Yes
Oslo_22185	Yes
Oslo_22200	Yes
Oslo_22204	Yes
Oslo_22206	Yes
Oslo_22209	Yes
Oslo_22227	Yes
Oslo_22240	Yes
Oslo_22244	Yes
Oslo_22255	Yes
Oslo_22269	Yes
Oslo_2228	Yes
Oslo_2229	Yes
Oslo_22294	Yes
Oslo_22297	Yes
Oslo_22307	Yes
Oslo_22309	Yes
Oslo_2231	Yes
Oslo_22318	Yes
Oslo_22329	Yes
Oslo_2233	Yes
Oslo_22345	Yes
Oslo_22351	Yes
Oslo_22365	Yes
Oslo_22367	Yes
Oslo_22369	Yes
Oslo_22371	Yes
Oslo_22372	Yes
Oslo_22375	Yes
Oslo_22377	Yes
Oslo_22391	Yes
Oslo_224	Yes
Oslo_22406	Yes
Oslo_22414	Yes
Oslo_22422	Yes
Oslo_22428	Yes
Oslo_22430	Yes
Oslo_22447	Yes
Oslo_2245	Yes
Oslo_22453	Yes
Oslo_22471	Yes
Oslo_22484	Yes
Oslo_22485	Yes
Oslo_2249	Yes
Oslo_2250	Yes
Oslo_22506	Yes
Oslo_22512	Yes
Oslo_22518	Yes
Oslo_22519	Yes
Oslo_2252	Yes
Oslo_22532	Yes
Oslo_2254	Yes
Oslo_22541	Yes
Oslo_2255	Yes
Oslo_22551	Yes
Oslo_22564	Yes
Oslo_22569	Yes
Oslo_2257	Yes
Oslo_22593	Yes
Oslo_226	Yes
Oslo_22609	Yes
Oslo_22630	Yes
Oslo_22639	Yes
Oslo_22659	Yes
Oslo_22665	Yes
Oslo_2267	Yes
Oslo_22675	Yes
Oslo_22679	Yes
Oslo_22694	Yes
Oslo_22708	Yes
Oslo_22711	Yes
Oslo_22724	Yes
Oslo_22739	Yes
Oslo_2274	Yes
Oslo_22741	Yes
Oslo_22745	Yes
Oslo_22747	Yes
Oslo_22752	Yes
Oslo_22759	Yes
Oslo_22764	Yes
Oslo_22789	Yes
Oslo_22793	Yes
Oslo_22802	Yes
Oslo_22806	Yes
Oslo_2281	Yes
Oslo_22815	Yes
Oslo_2282	Yes
Oslo_22823	Yes
Oslo_22828	Yes
Oslo_2284	Yes
Oslo_22840	Yes
Oslo_22844	Yes
Oslo_22845	Yes
Oslo_22854	Yes
Oslo_2286	Yes
Oslo_22881	Yes
Oslo_22882	Yes
Oslo_22895	Yes
Oslo_229	Yes
Oslo_22900	Yes
Oslo_22907	Yes
Oslo_2291	Yes
Oslo_22911	Yes
Oslo_22915	Yes
Oslo_22916	Yes
Oslo_22928	Yes
Oslo_22934	Yes
Oslo_22942	Yes
Oslo_22964	Yes
Oslo_22965	Yes
Oslo_22977	Yes
Oslo_22978	Yes
Oslo_2298	Yes
Oslo_22984	Yes
Oslo_22989	Yes
Oslo_2299	Yes
Oslo_2300	Yes
Oslo_23003	Yes
Oslo_23008	Yes
Oslo_23019	Yes
Oslo_2302	Yes
Oslo_23044	Yes
Oslo_23055	Yes
Oslo_23061	Yes
Oslo_2307	Yes
Oslo_2308	Yes
Oslo_23089	Yes
Oslo_2309	Yes
Oslo_23125	Yes
Oslo_23161	Yes
Oslo_23177	Yes
Oslo_23179	Yes
Oslo_23180	Yes
Oslo_23183	Yes
Oslo_23195	Yes
Oslo_2320	Yes
Oslo_23206	Yes
Oslo_23211	Yes
Oslo_23213	Yes
Oslo_23235	Yes
Oslo_23252	Yes
Oslo_23261	Yes
Oslo_23269	Yes
Oslo_23274	Yes
Oslo_23284	Yes
Oslo_23289	Yes
Oslo_23293	Yes
Oslo_23300	Yes
Oslo_2332	Yes
Oslo_23323	Yes
Oslo_23324	Yes
Oslo_23333	Yes
Oslo_23336	Yes
Oslo_23340	Yes
Oslo_23342	Yes
Oslo_23344	Yes
Oslo_23360	Yes
Oslo_23362	Yes
Oslo_23371	Yes
Oslo_23372	Yes
Oslo_23382	Yes
Oslo_23390	Yes
Oslo_23397	Yes
Oslo_2340	Yes
Oslo_23404	Yes
Oslo_23413	Yes
Oslo_2342	Yes
Oslo_23432	Yes
Oslo_2346	Yes
Oslo_23464	Yes
Oslo_2347	Yes
Oslo_23477	Yes
Oslo_2348	Yes
Oslo_2349	Yes
Oslo_23496	Yes
Oslo_235	Yes
Oslo_2350	Yes
Oslo_23511	Yes
Oslo_23536	Yes
Oslo_23541	Yes
Oslo_23548	Yes
Oslo_23552	Yes
Oslo_23567	Yes
Oslo_23568	Yes
Oslo_23586	Yes
Oslo_23587	Yes
Oslo_23594	Yes
Oslo_23613	Yes
Oslo_23620	Yes
Oslo_23621	Yes
Oslo_23642	Yes
Oslo_23644	Yes
Oslo_23680	Yes
Oslo_23681	Yes
Oslo_23682	Yes
Oslo_23689	Yes
Oslo_2369	Yes
Oslo_23690	Yes
Oslo_2370	Yes
Oslo_23725	Yes
Oslo_23742	Yes
Oslo_23748	Yes
Oslo_23749	Yes
Oslo_2375	Yes
Oslo_23752	Yes
Oslo_23766	Yes
Oslo_23788	Yes
Oslo_23803	Yes
Oslo_23804	Yes
Oslo_23806	Yes
Oslo_23818	Yes
Oslo_2383	Yes
Oslo_23836	Yes
Oslo_2384	Yes
Oslo_23846	Yes
Oslo_2386	Yes
Oslo_23861	Yes
Oslo_23873	Yes
Oslo_23888	Yes
Oslo_23889	Yes
Oslo_239	Yes
Oslo_23904	Yes
Oslo_23905	Yes
Oslo_23908	Yes
Oslo_2393	Yes
Oslo_23935	Yes
Oslo_23937	Yes
Oslo_23940	Yes
Oslo_23947	Yes
Oslo_2395	Yes
Oslo_23953	Yes
Oslo_23954	Yes
Oslo_23956	Yes
Oslo_23978	Yes
Oslo_23983	Yes
Oslo_2399	Yes
Oslo_24006	Yes
Oslo_2401	Yes
Oslo_24010	Yes
Oslo_24014	Yes
Oslo_24018	Yes
Oslo_24022	Yes
Oslo_24039	Yes
Oslo_24058	Yes
Oslo_24063	Yes
Oslo_24067	Yes
Oslo_24068	Yes
Oslo_2408	Yes
Oslo_24082	Yes
Oslo_24092	Yes
Oslo_24126	Yes
Oslo_24132	Yes
Oslo_24133	Yes
Oslo_24141	Yes
Oslo_24144	Yes
Oslo_24153	Yes
Oslo_24159	Yes
Oslo_24164	Yes
Oslo_24178	Yes
Oslo_242	Yes
Oslo_24207	Yes
Oslo_2422	Yes
Oslo_24223	Yes
Oslo_24232	Yes
Oslo_2426	Yes
Oslo_24287	Yes
Oslo_24292	Yes
Oslo_24297	Yes
Oslo_24303	Yes
Oslo_2432	Yes
Oslo_2433	Yes
Oslo_24331	Yes
Oslo_2434	Yes
Oslo_24340	Yes
Oslo_24345	Yes
Oslo_24358	Yes
Oslo_2436	Yes
Oslo_24367	Yes
Oslo_24374	Yes
Oslo_24382	Yes
Oslo_24386	Yes
Oslo_24393	Yes
Oslo_24397	Yes
Oslo_2440	Yes
Oslo_24406	Yes
Oslo_24413	Yes
Oslo_24428	Yes
Oslo_24439	Yes
Oslo_2444	Yes
Oslo_24452	Yes
Oslo_24472	Yes
Oslo_24479	Yes
Oslo_2448	Yes
Oslo_24487	Yes
Oslo_24491	Yes
Oslo_24507	Yes
Oslo_24524	Yes
Oslo_24542	Yes
Oslo_24544	Yes
Oslo_24556	Yes
Oslo_24557	Yes
Oslo_2457	Yes
Oslo_2459	Yes
Oslo_24593	Yes
Oslo_24597	Yes
Oslo_24610	Yes
Oslo_24623	Yes
Oslo_24629	Yes
Oslo_24638	Yes
Oslo_2464	Yes
Oslo_24648	Yes
Oslo_2466	Yes
Oslo_24663	Yes
Oslo_2467	Yes
Oslo_24671	Yes
Oslo_24678	Yes
Oslo_24687	Yes
Oslo_2469	Yes
Oslo_247	Yes
Oslo_24700	Yes
Oslo_24701	Yes
Oslo_24709	Yes
Oslo_24721	Yes
Oslo_24725	Yes
Oslo_24727	Yes
Oslo_2473	Yes
Oslo_24733	Yes
Oslo_24734	Yes
Oslo_24751	Yes
Oslo_24763	Yes
Oslo_24768	Yes
Oslo_2477	Yes
Oslo_24770	Yes
Oslo_24778	Yes
Oslo_2478	Yes
Oslo_24780	Yes
Oslo_24789	Yes
Oslo_24791	Yes
Oslo_248	Yes
Oslo_24801	Yes
Oslo_24804	Yes
Oslo_24805	Yes
Oslo_24825	Yes
Oslo_24828	Yes
Oslo_24856	Yes
Oslo_24860	Yes
Oslo_24889	Yes
Oslo_24897	Yes
Oslo_24905	Yes
Oslo_24916	Yes
Oslo_2492	Yes
Oslo_24926	Yes
Oslo_24928	Yes
Oslo_24937	Yes
Oslo_24938	Yes
Oslo_24964	Yes
Oslo_24967	Yes
Oslo_24971	Yes
Oslo_24990	Yes
Oslo_24995	Yes
Oslo_24996	Yes
Oslo_25002	Yes
Oslo_25008	Yes
Oslo_25009	Yes
Oslo_25014	Yes
Oslo_2503	Yes
Oslo_25039	Yes
Oslo_25047	Yes
Oslo_25051	Yes
Oslo_25056	Yes
Oslo_25064	Yes
Oslo_25083	Yes
Oslo_25089	Yes
Oslo_2509	Yes
Oslo_25096	Yes
Oslo_25098	Yes
Oslo_25103	Yes
Oslo_2511	Yes
Oslo_25114	Yes
Oslo_25115	Yes
Oslo_2512	Yes
Oslo_25128	Yes
Oslo_25141	Yes
Oslo_25143	Yes
Oslo_25144	Yes
Oslo_25159	Yes
Oslo_25176	Yes
Oslo_2518	Yes
Oslo_25187	Yes
Oslo_25205	Yes
Oslo_25209	Yes
Oslo_25234	Yes
Oslo_25235	Yes
Oslo_25258	Yes
Oslo_25266	Yes
Oslo_25286	Yes
Oslo_253	Yes
Oslo_2530	Yes
Oslo_25310	Yes
Oslo_25313	Yes
Oslo_25315	Yes
Oslo_25337	Yes
Oslo_25338	Yes
Oslo_25343	Yes
Oslo_25371	Yes
Oslo_25381	Yes
Oslo_25394	Yes
Oslo_25407	Yes
Oslo_25416	Yes
Oslo_25429	Yes
Oslo_25432	Yes
Oslo_25436	Yes
Oslo_25463	Yes
Oslo_25466	Yes
Oslo_25473	Yes
Oslo_25480	Yes
Oslo_2549	Yes
Oslo_25497	Yes
Oslo_255	Yes
Oslo_25512	Yes
Oslo_25517	Yes
Oslo_2552	Yes
Oslo_25522	Yes
Oslo_25526	Yes
Oslo_2553	Yes
Oslo_25547	Yes
Oslo_25555	Yes
Oslo_25568	Yes
Oslo_25576	Yes
Oslo_25581	Yes
Oslo_25586	Yes
Oslo_25593	Yes
Oslo_25620	Yes
Oslo_25624	Yes
Oslo_25625	Yes
Oslo_25650	Yes
Oslo_25657	Yes
Oslo_25664	Yes
Oslo_25670	Yes
Oslo_25671	Yes
Oslo_25674	Yes
Oslo_25676	Yes
Oslo_25687	Yes
Oslo_25693	Yes
Oslo_25703	Yes
Oslo_25727	Yes
Oslo_25737	Yes
Oslo_25754	Yes
Oslo_25759	Yes
Oslo_25761	Yes
Oslo_25771	Yes
Oslo_25776	Yes
Oslo_258	Yes
Oslo_25801	Yes
Oslo_25803	Yes
Oslo_25806	Yes
Oslo_25835	Yes
Oslo_25840	Yes
Oslo_25849	Yes
Oslo_25852	Yes
Oslo_25860	Yes
Oslo_25861	Yes
Oslo_25864	Yes
Oslo_25869	Yes
Oslo_2588	Yes
Oslo_25892	Yes
Oslo_25909	Yes
Oslo_2592	Yes
Oslo_2593	Yes
Oslo_25935	Yes
Oslo_25941	Yes
Oslo_25948	Yes
Oslo_25949	Yes
Oslo_25952	Yes
Oslo_25960	Yes
Oslo_2597	Yes
Oslo_25973	Yes
Oslo_25996	Yes
Oslo_26014	Yes
Oslo_26017	Yes
Oslo_26027	Yes
Oslo_26050	Yes
Oslo_26053	Yes
Oslo_26063	Yes
Oslo_26066	Yes
Oslo_2608	Yes
Oslo_26080	Yes
Oslo_26082	Yes
Oslo_26094	Yes
Oslo_26102	Yes
Oslo_26103	Yes
Oslo_26108	Yes
Oslo_2611	Yes
Oslo_26110	Yes
Oslo_26115	Yes
Oslo_26116	Yes
Oslo_26118	Yes
Oslo_26138	Yes
Oslo_26157	Yes
Oslo_26161	Yes
Oslo_26162	Yes
Oslo_26171	Yes
Oslo_26182	Yes
Oslo_26187	Yes
Oslo_26188	Yes
Oslo_26202	Yes
Oslo_26204	Yes
Oslo_26234	Yes
Oslo_2625	Yes
Oslo_26259	Yes
Oslo_26262	Yes
Oslo_26286	Yes
Oslo_26294	Yes
Oslo_26309	Yes
Oslo_26318	Yes
Oslo_26323	Yes
Oslo_26333	Yes
Oslo_26336	Yes
Oslo_26351	Yes
Oslo_2637	Yes
Oslo_26387	Yes
Oslo_26392	Yes
Oslo_26393	Yes
Oslo_26399	Yes
Oslo_26408	Yes
Oslo_26420	Yes
Oslo_26425	Yes
Oslo_26442	Yes
Oslo_26444	Yes
Oslo_26446	Yes
Oslo_26451	Yes
Oslo_26457	Yes
Oslo_2646	Yes
Oslo_26464	Yes
Oslo_26466	Yes
Oslo_26468	Yes
Oslo_26470	Yes
Oslo_26473	Yes
Oslo_265	Yes
Oslo_26508	Yes
Oslo_26513	Yes
Oslo_26532	Yes
Oslo_26537	Yes
Oslo_2654	Yes
Oslo_26544	Yes
Oslo_26550	Yes
Oslo_26556	Yes
Oslo_2656	Yes
Oslo_26567	Yes
Oslo_26579	Yes
Oslo_2659	Yes
Oslo_26598	Yes
Oslo_26609	Yes
Oslo_26616	Yes
Oslo_26640	Yes
Oslo_26644	Yes
Oslo_26650	Yes
Oslo_26655	Yes
Oslo_26659	Yes
Oslo_26660	Yes
Oslo_26663	Yes
Oslo_26666	Yes
Oslo_26676	Yes
Oslo_26686	Yes
Oslo_26689	Yes
Oslo_2669	Yes
Oslo_26698	Yes
Oslo_26704	Yes
Oslo_26709	Yes
Oslo_26713	Yes
Oslo_26722	Yes
Oslo_26724	Yes
Oslo_26726	Yes
Oslo_26735	Yes
Oslo_26743	Yes
Oslo_26753	Yes
Oslo_26769	Yes
Oslo_2677	Yes
Oslo_26771	Yes
Oslo_26776	Yes
Oslo_26787	Yes
Oslo_26789	Yes
Oslo_26805	Yes
Oslo_26806	Yes
Oslo_26809	Yes
Oslo_2682	Yes
Oslo_26824	Yes
Oslo_26825	Yes
Oslo_26826	Yes
Oslo_2683	Yes
Oslo_26866	Yes
Oslo_26880	Yes
Oslo_26888	Yes
Oslo_26896	Yes
Oslo_269	Yes
Oslo_26917	Yes
Oslo_26918	Yes
Oslo_26925	Yes
Oslo_26927	Yes
Oslo_26935	Yes
Oslo_26941	Yes
Oslo_26965	Yes
Oslo_2697	Yes
Oslo_26973	Yes
Oslo_26982	Yes
Oslo_26992	Yes
Oslo_26993	Yes
Oslo_27001	Yes
Oslo_27003	Yes
Oslo_27022	Yes
Oslo_27024	Yes
Oslo_27034	Yes
Oslo_27048	Yes
Oslo_27053	Yes
Oslo_27057	Yes
Oslo_2706	Yes
Oslo_27063	Yes
Oslo_27066	Yes
Oslo_27124	Yes
Oslo_27125	Yes
Oslo_27126	Yes
Oslo_27151	Yes
Oslo_27166	Yes
Oslo_2718	Yes
Oslo_27182	Yes
Oslo_27193	Yes
Oslo_27203	Yes
Oslo_27210	Yes
Oslo_27211	Yes
Oslo_27212	Yes
Oslo_27222	Yes
Oslo_27225	Yes
Oslo_27227	Yes
Oslo_27232	Yes
Oslo_27236	Yes
Oslo_27237	Yes
Oslo_27245	Yes
Oslo_27259	Yes
Oslo_27260	Yes
Oslo_27265	Yes
Oslo_27275	Yes
Oslo_27279	Yes
Oslo_273	Yes
Oslo_27305	Yes
Oslo_27328	Yes
Oslo_27329	Yes
Oslo_27331	Yes
Oslo_27339	Yes
Oslo_27341	Yes
Oslo_27346	Yes
Oslo_27366	Yes
Oslo_27368	Yes
Oslo_2738	Yes
Oslo_2739	Yes
Oslo_27412	Yes
Oslo_27421	Yes
Oslo_27444	Yes
Oslo_27449	Yes
Oslo_2745	Yes
Oslo_27453	Yes
Oslo_27471	Yes
Oslo_27475	Yes
Oslo_2748	Yes
Oslo_27483	Yes
Oslo_27490	Yes
Oslo_27499	Yes
Oslo_27513	Yes
Oslo_27518	Yes
Oslo_27521	Yes
Oslo_27544	Yes
Oslo_27545	Yes
Oslo_27563	Yes
Oslo_27575	Yes
Oslo_27577	Yes
Oslo_27582	Yes
Oslo_27591	Yes
Oslo_27596	Yes
Oslo_27597	Yes
Oslo_27605	Yes
Oslo_27608	Yes
Oslo_27619	Yes
Oslo_27642	Yes
Oslo_27643	Yes
Oslo_27644	Yes
Oslo_2765	Yes
Oslo_27657	Yes
Oslo_27670	Yes
Oslo_27678	Yes
Oslo_2768	Yes
Oslo_27689	Yes
Oslo_27699	Yes
Oslo_277	Yes
Oslo_27705	Yes
Oslo_27720	Yes
Oslo_27725	Yes
Oslo_27728	Yes
Oslo_27736	Yes
Oslo_27746	Yes
Oslo_27755	Yes
Oslo_27760	Yes
Oslo_27770	Yes
Oslo_27797	Yes
Oslo_27835	Yes
Oslo_27866	Yes
Oslo_27874	Yes
Oslo_27937	Yes
Oslo_27950	Yes
Oslo_27960	Yes
Oslo_27969	Yes
Oslo_27974	Yes
Oslo_27978	Yes
Oslo_27986	Yes
Oslo_27990	Yes
Oslo_28008	Yes
Oslo_28009	Yes
Oslo_2802	Yes
Oslo_28026	Yes
Oslo_28033	Yes
Oslo_28040	Yes
Oslo_28047	Yes
Oslo_28048	Yes
Oslo_28074	Yes
Oslo_28075	Yes
Oslo_28080	Yes
Oslo_28083	Yes
Oslo_28084	Yes
Oslo_28088	Yes
Oslo_2810	Yes
Oslo_28101	Yes
Oslo_28112	Yes
Oslo_28116	Yes
Oslo_28121	Yes
Oslo_28131	Yes
Oslo_28136	Yes
Oslo_2814	Yes
Oslo_28144	Yes
Oslo_28175	Yes
Oslo_2818	Yes
Oslo_28186	Yes
Oslo_28191	Yes
Oslo_28202	Yes
Oslo_28203	Yes
Oslo_28207	Yes
Oslo_28223	Yes
Oslo_28224	Yes
Oslo_28227	Yes
Oslo_28229	Yes
Oslo_28236	Yes
Oslo_28246	Yes
Oslo_2825	Yes
Oslo_28253	Yes
Oslo_2826	Yes
Oslo_28260	Yes
Oslo_28262	Yes
Oslo_28274	Yes
Oslo_28289	Yes
Oslo_2829	Yes
Oslo_28295	Yes
